qid	answer	tigan	o1	p1	o2	p2	o3	p3	tail
632	2	汽車駕駛人跟隨大型車後方行駛在接近前方路口時，號誌燈即將轉換為紅燈，最適當處置方法為何？	(1)	立即超越前車，加速通過以避免停等。	(2)	應減速並與前方大型車保持安全距 離。	(3)	緊緊靠近大型車行駛，以避免其他車輛插入。	
633	3	汽車行駛於高速公路，遇濃霧、濃煙、強風、大雨、夜間行車或其他特殊狀況，與前車應保持何種安全距離？	(1)	維持正常的安全距離。	(2)	小型車的安全距離改為大型車的安全距離， 大型車的安全距離不變。	(3)	安全距離應酌量增加，並保持隨時可以煞停之距離。	
634	2	在正常天候狀況下，車輛行駛高速公路或快速公路，行車速率為每小時90公里時，車輛與前車之安全距離為：	(1)	大型車45公尺、小型車70公尺。	(2)	大型車70公尺、小型車45公 尺。	(3)	大、小型車都是70公尺。	
635	2	我方車尚未進入交岔路口，而對向大型車已進入路口並轉彎，我應如何處置較為適當？	(1)	轉彎車應讓直行車先行，大型車應讓我優先通過。	(2)	預先於停止線停車，讓其先行通過。	(3)	猛按喇叭促使大型車讓路。	
636	2	小型汽車跟隨大型車行駛時，應如何確保安全？	(1)	貼近行駛以便超車。	(2)	保持安全距離並注意前車動態。	(3)	瞬間加速超車。	
637	2	大型車行駛狹窄道路，若對向來車為小型車，最適當作法為何？	(1)	由大型車優先通行。	(2)	視情況減速禮讓。	(3)	鳴喇叭要求讓道。	
638	1	行經狹窄道路會車時應如何？	(1)	減速並禮讓。	(2)	加速通過。	(3)	鳴喇叭要求對方讓路。	
639	2	大型車行至無號誌交岔路口，遇對向車輛已進入優先通行範圍時，最正確的行為是？	(1)	可憑體積優先。	(2)	減速並讓對方先行。	(3)	不需減速，只注意後方。	
640	1	使用燈光之相關規定下列何者有誤？	(1)	行經隧道，由於隧道內照明清楚，視線也清晰，可以不開亮頭燈，以節省耗電。	(2)	非遇雨、霧、雪時，不得使用霧燈。	(3)	行經公路主管機關或 警察機關公告之山區或特殊路線之路段，涵洞或車行地下道，應依標誌指示使用燈光。	
641	1	大型車裝載砂石行駛於設有快慢車道分隔島之道路慢車道，行經無號誌交岔路口且遇路面顛 簸時，下列何者最符合規定？	(1)	應確實覆蓋及固定貨物，並依慢車道速限行駛且減速慢行、隨時準備停車。	(2)	只要未超速即可，貨物顛簸屬正常現象無需處理。	(3)	僅需符合慢車道 速限40公里，無須特別覆蓋貨物。	
642	1	車輛發生故障不能行駛，應即設法移置於無礙交通之處，在未移置前或移置後之車輛故障標 誌處理做法下列何者有誤？	(1)	在行車時速40公里以下之路段，應豎立於車身後方100公尺之路面上，車前適當位置得視需要設置。	(2)	在行車時速逾40公里之路段，應豎立於車身後 方30公尺至100公尺之路面上，車前適當位置得視需要設置。	(3)	交通擁擠之路段，應懸掛 於車身之後部，車前適當位置得視需要設置。	
643	2	避免與大型車發生事故，以下何者為正確觀念？	(1)	盡量靠近大型車行駛。	(2)	避免進入死角並保持安全距離。	(3)	從右側快速通過。	
644	2	汽車駕駛人於路口停等時停在大型車右前方，最可能產生何種風險？	(1)	大型車因視線良 好，能清楚辨識右前方小型車，雙方可安全通過。	(2)	小型車進入大型車側內輪差範圍，大型車駕駛難以察覺，有遭捲入輾壓之風險，進入內輪差危險之風險。	(3)	大型車起步較慢，小型 車可趁機搶先通過路口，不會有危險。	
645	3	大型車在夜間停於路邊，遇視線不清時，或在夜間無燈光設備或照明不清之道路時，下列處理方式何者正確？	(1)	僅開啟小燈即可。	(2)	不需任何燈光標示。	(3)	應顯示停車燈或反光標 識。	
646	3	大型車行駛高速公路，與前車距離過近時最可能發生何種危險？	(1)	提升行車效率。	(2)	增加車輛穩定性。	(3)	反應時間縮短導致發生追撞。	
647	1	車輛暫停於路邊時，下列規定何者有誤？	(1)	禁止臨時停車處所，只要不妨礙其他人車通行， 可以暫停。	(2)	機場、車站、碼頭、學校、娛樂、展覽、競技、市場或其他公共場所出、入口及消防栓之前，不得停車。	(3)	停車時應依車輛順行方向緊靠道路邊緣，其前後輪胎外側距離 緣石或路面邊緣不得逾40公分。	
648	2	小型汽車駕駛人突然切入大型車前方車道並急減速，這種行為應如何認定？	(1)	緊急狀況合法駕駛行為，並無違規。	(2)	屬違規駕駛行為，易導致交通事故。	(3)	小型車有優先通行權， 僅需注意車距即可。	
649	2	下列何者為大型車「視野死角」之正確意義？	(1)	駕駛人透過照後鏡即可完全看見之範圍。	(2)	駕駛人無法直接或間接觀察之區域。	(3)	僅限車輛後方看不到之區域。	
650	2	關於大型車視野死角，下列何者為錯誤觀念？	(1)	死角可能存在於車輛側方。	(2)	只要看見駕駛人即可確保被看見。	(3)	死角範圍可能隨車型不同而改變。	
651	1	在高速或快速公路上，大型車除超車外，應利用：	(1)	外側車道。	(2)	內側車道。	(3)	未規定。行駛。	
652	3	在轉彎時發生車禍的原因為駕駛人：	(1)	僅疏忽視野死角。	(2)	僅疏忽內輪差。	(3)	既疏忽視野死角也疏忽內輪差。	
653	1	大型車輛通過時猶如唧筒吸走空氣，隨後會產生強大之吸力，故與大型車併行或會車時應：	(1)	握緊方向盤。	(2)	放鬆方向盤。	(3)	左右晃動方向盤。	
654	2	汽車轉彎時，軸距愈長則內外輪差也愈大，也就是所需路面的寬度也：	(1)	愈小。	(2)	愈大。	(3)	不變。	
655	1	IMAGEIMAGEIMAGEp050_img01_xref326__DOT__png	(1)	狹路。	(2)	狹橋。	(3)	岔路。	
656	3	IMAGEIMAGEIMAGEp050_img02_xref328__DOT__png	(1)	岔路。	(2)	狹橋。	(3)	匝道會車。	
657	1	IMAGEIMAGEIMAGEp050_img03_xref330__DOT__png	(1)	路面顛簸。	(2)	路面高突。	(3)	路面低窪。	
658	2	IMAGEIMAGEIMAGEp050_img04_xref165__DOT__png	(1)	岔路。	(2)	狹橋。	(3)	狹路。	
659	3	IMAGEIMAGEIMAGEp050_img05_xref332__DOT__png	(1)	路面顛簸。	(2)	險升坡。	(3)	路面高突。	
660	1	IMAGEIMAGEIMAGEp050_img06_xref334__DOT__png	(1)	險降坡。	(2)	險升坡。	(3)	碼頭。	
661	3	IMAGEIMAGEIMAGEp050_img07_xref336__DOT__png	(1)	停車再開。	(2)	讓路。	(3)	慢行。	
662	2	IMAGEIMAGEIMAGEp050_img08_xref338__DOT__png	(1)	最低速限。	(2)	最高速限。	(3)	車輛總重限制。	
663	2	IMAGEIMAGEIMAGEp050_img09_xref340__DOT__png	(1)	省道路線編號。	(2)	市、縣道路線編號。	(3)	國道路線編號。	
664	2	IMAGEIMAGEIMAGEp051_img01_xref344__DOT__png	(1)	右道封閉。	(2)	左道封閉。	(3)	車輛改道。	
665	1	IMAGEIMAGEIMAGEp051_img02_xref346__DOT__png	(1)	右道封閉。	(2)	左道封閉。	(3)	車輛改道。	
666	3	IMAGEIMAGEIMAGEp051_img03_xref348__DOT__png	(1)	道路封閉。	(2)	車輛改道。	(3)	道路施工。	
667	3	IMAGEIMAGEIMAGEp051_img04_xref350__DOT__png	(1)	左道封閉。	(2)	右道封閉。	(3)	車輛改道。	
668	1	IMAGEIMAGEIMAGEp051_img05_xref352__DOT__png	(1)	指示改道方向。	(2)	單行道。	(3)	右轉方向指示。	
669	2	IMAGEIMAGEIMAGEp051_img06_xref353__DOT__png	(1)	道路施工。	(2)	道路封閉。	(3)	車輛改道。	
670	3	IMAGEIMAGEIMAGEp051_img07_xref355__DOT__png 圖中白色橫向實線為：	(1)	車輛停放線。	(2)	禁止超車線。	(3)	停止線。	
671	1	IMAGEIMAGEIMAGEp051_img08_xref73__DOT__png 圖中黃色雙實線為：	(1)	分向限制線。	(2)	禁止變換車道線。	(3)	車道線。	
672	2	IMAGEIMAGEIMAGEp051_img09_xref357__DOT__png	(1)	路中障礙物體線。	(2)	近障礙物線。	(3)	路寬變更線。	
673	2	IMAGEIMAGEIMAGEp051_img10_xref359__DOT__png 圖中網狀線，用以告示車輛駕駛人在本標線範圍內：	(1)	可以臨時停車。	(2)	禁止臨時停車。	(3)	禁止停車。	
674	1	IMAGEIMAGEIMAGEp051_img11_xref361__DOT__png	(1)	身心障礙者專用停車位。	(2)	停止線。	(3)	禁止停車線。	
675	1	IMAGEIMAGEIMAGEp051_img12_xref363__DOT__png 左臂向下垂伸，手掌向後，表示：	(1)	減速暫停。	(2)	讓後車超越。	(3)	倒車。	
676	3	IMAGEIMAGEIMAGEp052_img01_xref367__DOT__png 左臂向下作４５度垂伸，手掌向前並前後擺動，表示：	(1)	倒車。	(2)	慢行。	(3)	讓後車超越。	
677	1	IMAGEIMAGEIMAGEp052_img02_xref368__DOT__png	(1)	道路指定四輪以上汽車與汽缸總排氣量550立方公分以上大型重型機車專行。	(2)	道路指定自行車與機車專行。	(3)	道路禁止四輪以上汽車與汽 缸總排氣量550立方公分以上大型重型機車進入。	
678	2	IMAGEIMAGEIMAGEp052_img03_xref370__DOT__png	(1)	車道指定四輪以上汽車專行。	(2)	車道指定四輪以上汽車及汽缸總排氣量550立方公分以上大型重型機車專行。	(3)	車道指定汽缸總排氣量550 立方公分以上大型重型機車專行。	
679	1	IMAGEIMAGEIMAGEp052_img04_xref372__DOT__png	(1)	禁止汽缸總排氣量550立方公分以上大型重型機車進入。	(2)	汽缸總排氣量550立方公分以上大型重型機車專用車道。	(3)	禁止自行車進入。	
680	3	IMAGEIMAGEIMAGEp052_img05_xref373__DOT__png	(1)	車輛長度限制。	(2)	最高速限。	(3)	行車安全距離限制。	
681	1	IMAGEIMAGEIMAGEp052_img06_xref374__DOT__png	(1)	高(快)速公路交流道名稱。	(2)	地名里程。	(3)	高（快）速公路出口距離。	
682	1	IMAGEIMAGEIMAGEp052_img07_xref376__DOT__png 警告駕駛人注意	(1)	前方右側有車插會。	(2)	前方左側有車插會。	(3)	岔路。	
683	2	IMAGEIMAGEIMAGEp052_img08_xref377__DOT__png 限制出口匝道上最高行駛速度為每小時	(1)	６０公里。	(2)	４０公里。	(3)	８０公里。	
684	2	IMAGEIMAGEIMAGEp052_img09_xref378__DOT__png 本標誌為	(1)	出口。	(2)	車道。	(3)	地名。之指示標誌。	
685	1	IMAGEIMAGEIMAGEp052_img10_xref379__DOT__png	(1)	捷運車站。	(2)	鐵路車站。	(3)	高速鐵路車站。	
686	2	IMAGEIMAGEIMAGEp052_img11_xref381__DOT__png 本標誌為	(1)	警告標誌。	(2)	車輛故障標誌。	(3)	施工標誌。	
687	3	IMAGEIMAGEIMAGEp052_img12_xref382__DOT__png 本標誌為：	(1)	地名里程指示。	(2)	方向里程指示。	(3)	地名方向指示。	
688	3	IMAGEIMAGEIMAGEp052_img13_xref383__DOT__png 指示	(1)	高速公路出口。	(2)	高速公路服務區。	(3)	高速公路指引。	
689	1	IMAGEIMAGEIMAGEp053_img01_xref386__DOT__png 本號誌是：	(1)	車道管制號誌，表示本車道封閉。	(2)	前有岔道。	(3)	行車管制號誌。	
690	2	IMAGEIMAGEIMAGEp053_img02_xref387__DOT__png 本標誌是：	(1)	里程碑。	(2)	里程牌。	(3)	縣道路線編號。	
691	3	汽車所有人已領有號牌而不懸掛或不依指定位置懸掛者，應處罰：	(1)	罰鍰並吊扣牌照。	(2)	罰鍰並吊銷牌照。	(3)	罰鍰，當場移置保管該汽車並吊銷牌照。	
692	2	行經積水路面時，若感覺車輛產生「水漂現象」（輪胎失去抓地力浮於水面），應如何處置？	(1)	立即用力踩下煞車，試圖增加阻力。	(2)	握穩方向盤維持直線，並緩慢鬆開油門，切勿急踩 煞車。	(3)	大力踩下油門，衝出積水區。	
693	2	行車時若發現輪胎突然爆胎，下列哪一種反應是「錯誤」的？	(1)	緊握方向盤並維持直線行駛。	(2)	應立即猛踩煞車，務求在最短距離內停下車輛。	(3)	緩慢鬆開油門，並尋求安全地點 靠邊停放。	
694	1	汽車行駛於道路上時，保持安全距離，如遇前車突然減速或煞車時，此時最小安全跟車距離為？	(1)	供駕駛人反應距離及煞車距離。	(2)	供駕駛人反應距離。	(3)	供駕駛人煞車距離。	
695	3	汽車駕駛人駕駛車輛，行駛於道路時，應避免發生下列何種行為？	(1)	與前車保持適當安全距離。	(2)	注意車前狀況。	(3)	任意變換車道。	
696	3	汽車駕駛人於雨天行駛，遇地面濕滑且前方車輛行駛不穩時，應如何駕駛？	(1)	加速超越前車。	(2)	緊跟前車避免後方車輛超車。	(3)	增加安全距離並隨時注意前方車輛。	
697	2	汽車駕駛人決定是否超車時，最重要之判斷因素為何？	(1)	車速是否較快。	(2)	是否具備足夠安全距離與視線。	(3)	是否能快速完成動作。	
698	2	下列敘述何者錯誤？	(1)	大型汽車在同向3車道以上之道路，除準備左轉彎外，不得在內側車道行駛。	(2)	小型汽車內外側車道均可行駛，行駛速度較慢時，應在外側車道行駛，且得任意 變換車道。	(3)	除準備停車或臨時停車外，不得駛出路面邊線或跨越兩條車道行駛。	
699	1	汽車行駛中，欲超越同一車道之前車時應顯示左方向燈並與前車左側保持多少距離以上之間隔超過，行至安全距離後，再顯示右方向燈駛入原行路線：	(1)	0.5公尺。	(2)	1公尺。	(3)	2公尺 在未設有快慢車道分隔島之道路，四輪以上汽車及大型重型機車在劃有快慢車道分隔線之道路	
700	3	行駛，下列何種行為不得行駛慢車道？	(1)	起駛。	(2)	準備轉彎。	(3)	超車。	
701	3	汽車行駛中，遇到下列車種，何者須禮讓：	(1)	教練車。	(2)	幼童專用車。	(3)	以上皆是。	
702	2	行駛中遇到救護車、消防車、警備車等執行勤務時，應如何避讓？	(1)	在原地立即緊急煞車。	(2)	向左右兩側避讓（如靠向路邊），讓出中間通道供其通行。	(3)	尾隨救護車後方行駛，以利 快速通過路口。	
703	2	行駛中胎壓偵測警示燈持續恆亮，代表：	(1)	胎壓偵測系統（TPMS）故障或通訊異常。	(2)	一或二輪以上輪胎沒氣(胎壓不足)，盡快至安全處檢查四輪胎壓是否正常。	(3)	剛保養或換胎後，未 進行系統重置或傳感器配對。	
704	1	8公噸以上汽車未依規定裝設行車紀錄器及行車視野輔助系統者，處汽車所有人：	(1)	罰鍰。	(2)	吊扣行車執照	(3)	吊銷駕照。	
705	3	計程車駕駛人，不依規定辦理執業登記，並領取登記證，即行執業者：	(1)	吊扣駕照。	(2)	吊銷駕照。	(3)	處以罰鍰。	
706	2	關於預防水漂現象的駕駛行為，下列敘述何者最正確？	(1)	水漂現象主要與路面積水深度有關，只要積水未超過輪胎胎面高度，維持正常速度行駛即可 安全通過。	(2)	雨天行經積水路段前應提前減速，因為車速愈高，輪胎排水能力愈不足，水漂風險隨車速顯 著增加；同時應確保胎紋深度足夠以維持排水功能。	(3)	現代車輛普遍配備 ABS 防鎖死煞車系統，已能有效防止水漂現象，駕駛人只需正常行駛， 必要時全力踩下煞車即可由系統自動處理。	
